customer_id,full_name,city,country,pets_owned,policies_owned,total_claims,total_claim_amount,total_premiums_paid
43497,Calvin Johnson,Johnsonmouth,Israel,2,3,8,5156.31,3347.64
43498,Javier Meyer,Port Abigail,Malaysia,0,0,0,,
43499,Alexander Pruitt,East Sherriborough,Kazakhstan,1,2,3,1831.84,2739.94
43500,Justin Mcpherson,Elizabethchester,Zambia,0,0,0,,
43501,Jonathan Mcpherson,North Jessicastad,Hong Kong,1,1,1,638.09,2503.25
43502,Michele Morris,New Geoffreystad,Sri Lanka,1,2,3,2192.57,1875.18
43503,Nichole David,Foxberg,Pitcairn Islands,0,0,0,,
43504,Danielle House,West Carl,Martinique,1,1,2,3362.7,755.82
43505,Jeremiah Taylor,Finleyberg,Isle of Man,1,0,0,,
43506,Anna Huber,New Larry,Guinea,1,2,1,115.2,2328.78
43507,Stephanie Tate,West Noah,Timor-Leste,1,2,3,4089.85,4261.18
43508,Gregory Russo,North Jeffreymouth,Bahrain,1,1,1,296.35,588.42
43509,Seth Sanders,Garciaburgh,Andorra,3,8,18,15277.15,13097.78
43510,Jeffery Riley,Tylerborough,Mongolia,1,1,3,1604.99,3773.94
43511,Regina Gomez,North Teresa,Ghana,2,6,9,6901.19,9355.78
43512,Alexander Zamora,North Aarontown,Isle of Man,1,6,5,3034.91,6495.56
43513,Micheal Brock,Lake Frank,Guyana,1,0,0,,
43514,Ashley Kirk,Micheleside,Zambia,2,2,1,323.28,1233.87
43515,Brenda Reed,Alexanderburgh,Saint Lucia,1,2,1,243.42,1335.5
43516,William Edwards,East Toddfort,Reunion,2,6,7,4710.1,10358.15
43517,Jennifer Rodriguez,Molinaland,Denmark,1,2,4,634.58,6023.72
43518,Angela Butler,Lake Michaelmouth,Greece,0,0,0,,
43519,Jacqueline Duke,Brendanport,Greenland,2,3,7,2632.24,6251.71
43520,Nathan Willis,East Kristina,Chad,1,2,4,2701.21,8185.71
43521,Laura Mills,Rioschester,Bouvet Island (Bouvetoya),2,7,12,3560.42,7506.51
43522,Kristin Kemp,Port Rachel,South Georgia and the South Sandwich Islands,1,0,0,,
43523,Carl Ellison,Sethstad,Lao People's Democratic Republic,1,6,13,5598.61,14315.98
43524,Patrick Hicks,Jonesborough,United States of America,2,1,4,3767.09,3049.44
43525,Vanessa Schwartz,Sullivanmouth,French Southern Territories,1,3,5,2389.81,6943.96
43526,Anita Baker,Melissahaven,Qatar,1,3,3,1181.27,2453.67
43527,Melanie Cooper,Scottmouth,Denmark,1,1,2,538.33,1860.04
43528,Austin Gordon,Lake Catherineborough,Kyrgyz Republic,0,0,0,,
43529,Eileen Farrell,South Chelsea,Brunei Darussalam,1,2,3,1561.06,3756.7
43530,Brenda Harris,Amandatown,Sierra Leone,2,5,5,5771.7,8782.61
43531,Christina Miller,Simpsonbury,Indonesia,1,4,12,5422.17,10636.91
43532,Jennifer Sullivan,Sheilaside,Denmark,2,3,3,3633.97,1881.08
43533,Jose Kelley,Lake Kristen,Romania,1,3,5,2054.61,5865.47
43534,Matthew Sanchez,South Debra,Netherlands Antilles,1,1,5,1749.91,349.4
43535,Amanda Clark,South Richardstad,Paraguay,2,1,2,2379.05,1983.1
43536,Nathaniel Ward,East Kathrynview,Liberia,1,3,5,2467.5,2936.02
43537,Larry Knox,Port Jasonshire,Thailand,1,2,5,2479.36,923.92
43538,Kimberly Whitney,East Brianton,Poland,1,4,8,4333.06,7536.74
43539,Christine Thomas,New Paulastad,United States Minor Outlying Islands,1,3,8,4692.19,7208.01
43540,Tiffany Spencer,Gonzalezmouth,Holy See (Vatican City State),1,1,2,1478.09,1490.58
43541,William Wright,North Michelle,Kyrgyz Republic,1,0,0,,
43542,Kayla Kelley,Jordanport,Ghana,3,5,8,1527.73,6355.27
43543,Michael Jimenez,Port Alejandrostad,China,1,2,6,2444.2,6976.5
43544,Rita Thomas,East Aaron,Andorra,1,1,0,,1793.6
43545,Denise Blevins,Amyborough,Saint Helena,1,1,2,2173.8,2858.04
43546,Samantha Alexander,Barberton,Paraguay,1,0,0,,
43547,Patricia Brown,Michellemouth,Cape Verde,2,4,7,4187.57,8925.82
43548,Philip Chandler,South Ericside,Guatemala,2,0,0,,
43549,Mark Bush,Port Rebecca,Seychelles,1,4,7,6701.0,10953.86
43550,Brittany Pittman,South Melissa,Dominican Republic,1,0,0,,
43551,Ian Martinez,New Davidburgh,Martinique,0,0,0,,
43552,Jerome Williams,Tiffanyland,Maldives,1,0,0,,
43553,Amanda Thomas,Salazarville,Fiji,2,3,5,3092.91,3327.06
43554,Robert Beasley,West Wendy,United States of America,1,1,0,,1262.17
43555,Ashley Hunt,Montgomerybury,Equatorial Guinea,1,1,0,,821.57
43556,Dennis Dixon,West Anthonyburgh,Macao,1,3,4,3677.33,2228.88
43557,Henry Hall,Samanthamouth,United Arab Emirates,2,1,3,879.38,4308.0
43558,Lindsey Brown,Joshuamouth,Cuba,0,0,0,,
43559,John Becker,New Melissatown,Seychelles,0,0,0,,
43560,Caitlin Miller,Rileyburgh,Djibouti,0,0,0,,
43561,Janet Brewer,North James,Central African Republic,1,2,4,2439.64,3770.01
43562,Suzanne Rodriguez,Port Kimberlymouth,Algeria,0,0,0,,
43563,Amber Gregory,Stephensview,Macao,2,6,8,3466.44,9741.38
43564,Alex Marks,Lake Lindatown,Thailand,1,1,1,164.29,573.3
43565,James Wagner,Ingrambury,Oman,1,1,2,665.42,162.32
43566,Heather Bruce,Veronicaview,Oman,0,0,0,,
43567,Rebecca Foster,Mcgeefort,Turkey,2,6,12,9579.36,15199.72
43568,Tony Adkins,North Tammyton,Guadeloupe,1,1,1,162.03,1973.12
43569,Gary Baird,North Susan,Mali,1,0,0,,
43570,Sarah Barton,Fletcherchester,Montserrat,0,0,0,,
43571,Timothy Edwards,Port Marissaberg,Kyrgyz Republic,2,5,6,3093.98,4136.68
43572,Robert Curtis,North Jonathan,Micronesia,2,1,2,2478.79,4125.28
43573,Eric Edwards,Mariaborough,Oman,1,1,2,2464.38,385.56
43574,Christian Arnold,Samanthaport,Belize,1,1,2,589.26,844.16
43575,Michael Williams,Andersonfurt,Hungary,1,0,0,,
43576,Stephanie Melendez,West Anthonychester,Israel,0,0,0,,
43577,Kimberly Pittman,Williamport,Estonia,2,6,7,2864.4,6308.56
43578,Cynthia Malone,South Gregory,Congo,1,4,6,2978.31,10609.63
43579,John Ryan,New Alexander,Sao Tome and Principe,1,0,0,,
43580,John Taylor,Tracyberg,China,2,2,5,3298.38,1924.39
43581,Vincent Ramirez,Ortizborough,Gambia,2,2,3,777.4,1270.5
43582,Chad Navarro,Karenburgh,Mali,1,3,5,5453.99,8816.62
43583,Samantha Hess,Williamport,Central African Republic,2,3,9,3543.76,12113.61
43584,Lindsay Shepherd,West Sheriberg,Cocos (Keeling) Islands,2,5,6,4295.67,5574.91
43585,Brian Jones,West Zachary,Iran,3,6,10,3442.01,6262.98
43586,Jamie Moses,South Karenmouth,Haiti,2,1,3,1044.69,3497.52
43587,Kyle Bridges,Waltersstad,Trinidad and Tobago,1,4,7,5004.16,3980.07
43588,Jessica Brown,Willieshire,Togo,3,2,3,1323.7,2425.22
43589,Manuel Price,Georgefort,Turks and Caicos Islands,1,2,5,3045.71,1945.12
43590,Kenneth Kane,Port Chadstad,Vietnam,1,0,0,,
43591,Lisa Ramirez,Powersstad,Egypt,2,1,0,,2507.5
43592,Cody Medina,East Russell,Azerbaijan,1,1,1,291.65,1091.36
43593,Samantha Armstrong,South Melissa,Cuba,3,2,4,3317.01,1291.9
43594,Julian Shaffer,North Jenniferside,Belize,1,1,1,660.58,2745.5
43595,Alexis Hayes,East David,Solomon Islands,1,1,2,3934.18,1811.4
43596,Francisco Randall,Hernandezfort,Tonga,1,1,1,505.43,588.42
43597,Andrea Riggs,North Scottfurt,New Caledonia,1,3,5,2115.17,9042.3
43598,Christopher Leon,South Michelleton,Maldives,0,0,0,,
43599,Mandy Edwards,Mauricebury,Cook Islands,2,2,0,,1415.54
43600,Kimberly Parker,New Andrea,Pitcairn Islands,1,3,7,3806.92,5846.75
43601,Alison Peterson,Stevensview,Lebanon,1,2,5,3485.77,5660.9
43602,Michael Smith,Lake Anthony,Solomon Islands,2,2,2,1710.26,1877.31
43603,Thomas Deleon,North Jameston,Andorra,3,2,2,736.86,3302.8
43604,Kimberly Dominguez,Byrdport,Korea,1,2,5,5079.81,1725.39
43605,Kimberly Wright,Lake Kelly,Colombia,1,2,6,2513.88,970.72
43606,Matthew Gates,Gibsonmouth,Isle of Man,1,2,1,136.62,1250.22
43607,Tammy Bailey,North Jonathanville,Puerto Rico,0,0,0,,
43608,Stacy Sanchez,Wadechester,Portugal,1,0,0,,
43609,Allison Castillo,Port Richard,Qatar,1,1,2,508.18,2935.4
43610,William Garcia,Flemingmouth,Dominica,1,3,8,6868.5,9527.97
43611,Mark Green,Hallbury,India,2,3,2,2513.14,1393.53
43612,Kimberly Petersen,Kaitlynmouth,Sri Lanka,1,2,2,2229.22,1731.5
43613,Debra Martinez,West Reginaland,Georgia,1,1,1,135.64,1989.4
43614,Debbie Arroyo,Bryanview,Falkland Islands (Malvinas),1,5,7,4047.18,4880.57
43615,Erica Fox,Annaton,French Polynesia,1,5,9,7531.71,5459.03
43616,Jennifer Wagner,Walkerview,Bermuda,2,6,14,7247.1,11588.69
43617,Rachel Morton,South Jill,Bosnia and Herzegovina,1,0,0,,
43618,Daniel Long,Mistychester,Slovakia (Slovak Republic),2,4,3,1097.01,3626.57
43619,Paige Powell,Michaelview,Guam,1,2,3,632.51,3822.92
43620,Kelly Anderson,Michelefurt,Cape Verde,1,1,1,68.24,378.27
43621,Kathryn Brown,Andrewfort,Guadeloupe,1,2,2,940.58,3345.35
43622,Tiffany Ramirez,New Amandaside,Saint Vincent and the Grenadines,1,3,4,3876.75,2074.13
43623,Katherine Hughes,Changtown,Guadeloupe,1,0,0,,
43624,Kelly Webb,New Troy,Algeria,1,0,0,,
43625,Scott Thornton,Lake Melissafort,Korea,1,1,1,355.97,364.26
43626,Sean Baird,Wilsontown,Turks and Caicos Islands,1,0,0,,
43627,Melissa Lamb,North Jeremytown,French Guiana,1,1,2,1375.99,3966.08
43628,John Young,Port Alanville,Eritrea,1,2,3,645.19,1088.01
43629,Sara Garcia,Marksbury,Dominican Republic,2,2,4,2564.63,1777.66
43630,Tracie Christian,South Ryan,Heard Island and McDonald Islands,1,3,10,5224.79,9573.36
43631,Tanya Cooper,New Amandaton,Solomon Islands,3,4,4,2386.02,2613.31
43632,Brian Walker,Priceland,French Polynesia,3,5,9,7501.81,6355.94
43633,Patrick Floyd,Smithside,Guatemala,1,2,3,3372.97,2364.0
43634,Cheryl Smith,Guerreroview,Norfolk Island,2,5,11,5597.72,19707.28
43635,Jessica Brown,South Tracychester,Gambia,2,4,6,4514.03,8282.14
43636,Joseph Wilson,Harringtonfurt,Puerto Rico,1,1,0,,783.36
43637,Sara Cole,Port Sarah,New Caledonia,1,0,0,,
43638,Jennifer Christensen,Contrerasfort,Ethiopia,2,6,11,4121.72,8592.81
43639,Heidi Lane,East Frankberg,New Zealand,2,4,10,5143.35,8107.74
43640,Whitney Warner,Juanmouth,Timor-Leste,2,3,12,7518.61,5135.97
43641,Lori Molina,East John,British Indian Ocean Territory (Chagos Archipelago),1,0,0,,
43642,Johnny Waters,Pattersonport,Albania,3,6,15,14060.32,11738.65
43643,Rebecca Kelly,Dawnbury,Saint Lucia,1,0,0,,
43644,Gregory Fields,Russellton,Marshall Islands,2,0,0,,
43645,Elizabeth Taylor,New Michael,Monaco,1,0,0,,
43646,Tonya Murphy,West Morganville,Uganda,1,2,3,598.78,1627.27
43647,Kevin Wilson,East Nicole,Burundi,1,1,2,633.74,5918.88
43648,Taylor Saunders,Robertchester,Mozambique,1,3,6,5899.52,3300.53
43649,Jennifer Welch,Wilcoxburgh,Lithuania,1,3,3,1672.21,5800.59
43650,Julie Richardson,New Christopher,Bulgaria,1,1,3,1446.22,2230.92
43651,Matthew Riggs,Sarahland,Pitcairn Islands,1,1,1,381.06,543.42
43652,Gregory Jimenez,Port Lisaton,Latvia,1,3,6,5555.82,4493.44
43653,Margaret Ellis,Glennhaven,Bulgaria,1,2,6,8043.66,5372.32
43654,Claudia Williamson,Amyfurt,Slovakia (Slovak Republic),1,2,2,3546.73,2494.81
43655,James Bass,Elizabethville,United States Minor Outlying Islands,1,0,0,,
43656,Sydney Johnson,Davidmouth,French Polynesia,1,6,9,4759.26,10119.83
43657,Jose Reynolds,Jamesstad,Reunion,3,8,15,15080.68,15827.18
43658,Elizabeth Evans,North Amyburgh,Azerbaijan,0,0,0,,
43659,Ashley Stewart,Thomaston,Solomon Islands,2,2,5,2483.05,2433.4
43660,Samantha Kelley,North Markville,San Marino,1,1,0,,107.59
43661,Amanda Pena,Port Steven,Sweden,1,0,0,,
43662,Becky Barnes,Christophermouth,Singapore,1,1,2,872.91,2709.6
43663,Joseph Mason,West Christopher,Hungary,1,1,1,317.44,2639.7
43664,Kimberly Burton,Garcialand,Philippines,1,0,0,,
43665,Jessica Greene,North Robertville,Italy,0,0,0,,
43666,Kimberly Howell,Kaisertown,Spain,2,2,3,1654.54,2089.1
43667,Daniel Floyd,Leslietown,Hungary,1,2,0,,525.58
43668,Brian Henderson,South Amanda,Pitcairn Islands,1,0,0,,
43669,Victor Love,Jenniferberg,Jamaica,1,1,1,1440.07,1611.22
43670,Julie Huffman,Port Claire,Tanzania,1,1,1,702.77,599.04
43671,Debra Estrada,Stonebury,Brunei Darussalam,0,0,0,,
43672,Stephen Dennis,New Michele,North Macedonia,1,1,2,1408.28,802.62
43673,Morgan Wise,Yvonneport,Bolivia,1,3,7,6142.96,8525.96
43674,John Harris,East Robertview,Senegal,2,4,11,7618.2,17993.94
43675,Paul Cook,South Pamela,Jordan,1,2,1,1795.5,1326.25
43676,Kimberly Alvarez,West Erica,Saint Lucia,1,3,4,4281.51,4336.48
43677,David Gonzales,Alexanderside,India,2,4,4,4469.91,6224.43
43678,Johnathan James,West Steve,Portugal,0,0,0,,
43679,Amanda Miller,South Benjamin,Cocos (Keeling) Islands,2,5,9,4983.95,8902.89
43680,William Conway,East Davidshire,Heard Island and McDonald Islands,0,0,0,,
43681,Anthony Hunt,Finleyborough,Gibraltar,0,0,0,,
43682,Ashley Aguirre,New Brianmouth,Costa Rica,2,3,4,1428.19,6549.3
43683,Rachel Garner,East Micheletown,Solomon Islands,1,2,3,878.23,963.92
43684,Shawn Smith,Joneschester,Latvia,1,0,0,,
43685,Michael Rice,West Adamtown,Norfolk Island,1,4,6,4834.45,5592.26
43686,Elizabeth Jensen,Donovanland,Andorra,1,1,4,2326.08,1672.8
43687,Richard Young,South Nicole,Slovakia (Slovak Republic),2,6,8,4413.21,6327.65
43688,Angelica Jones,New Anthonyhaven,Greenland,0,0,0,,
43689,Dana Robbins,Gregoryland,Albania,1,3,6,2891.76,4788.09
43690,Christopher Compton,Jensenchester,Libyan Arab Jamahiriya,2,3,4,2303.58,2424.92
43691,Joseph Eaton,Edwinburgh,Suriname,2,4,2,1163.17,2981.97
43692,Jessica White,Michaelfort,Guernsey,3,7,16,8669.5,15196.05
43693,James Robinson,South Whitneyside,Cuba,1,1,3,4108.08,656.37
43694,Marie Simon,West Jacqueline,Lesotho,1,0,0,,
43695,Natasha Roberts,Bennettberg,Taiwan,1,1,5,1891.43,10118.85
43696,Kevin King,East Gregory,Denmark,1,2,1,1118.68,1570.93
43697,Charles Woods,Parkermouth,Puerto Rico,1,4,3,2780.11,4113.66
43698,Michael Garza,Williamsburgh,Qatar,0,0,0,,
43699,Alexander Barrett,Rowlandberg,Israel,0,0,0,,
43700,Heather Thomas,New Seanmouth,Lebanon,2,2,2,562.07,1168.61
43701,Kevin Griffin,Bergview,Heard Island and McDonald Islands,1,1,1,90.73,940.78
43702,Brandon Leonard,Lake Mark,Oman,2,4,11,10273.66,15292.6
43703,Joshua Miller,New Brittanyfort,United Arab Emirates,2,0,0,,
43704,John Frederick,Laurenview,Mexico,1,3,2,720.65,1798.93
43705,Toni Yates,New Ryanburgh,Belize,1,1,0,,110.67
43706,Kenneth Mcdonald,New Stephanie,Iraq,1,4,6,3991.81,4799.08
43707,Stacie Flores,Lake Vincent,Vietnam,1,2,6,2203.65,6316.68
43708,Ryan Bates,East John,Guatemala,1,1,4,1387.74,8406.0
43709,Stacey Woods,Port Jayland,Equatorial Guinea,2,1,1,384.5,422.08
43710,Kimberly Jones,West Amyshire,Rwanda,1,1,1,169.47,142.29
43711,Brenda Hart,Maureenmouth,Guinea,1,2,2,1036.09,5112.45
43712,Dennis Snyder,West Donald,Spain,1,3,2,619.38,3901.9
43713,Elizabeth White,Mollyhaven,Micronesia,1,2,3,886.26,2097.75
43714,Christine Jackson,South Aaron,Ukraine,2,0,0,,
43715,Alex Coffey,North Kevin,Saint Helena,2,3,7,4081.9,5510.06
43716,Anthony Holland,Port Victoriabury,British Indian Ocean Territory (Chagos Archipelago),2,3,1,81.09,2116.06
43717,Anthony Ward,Lake Micheal,Central African Republic,1,1,3,2110.69,1378.56
43718,Carrie Green,New Jennifer,Bahrain,1,0,0,,
43719,Tamara Moyer,Moralesburgh,Montenegro,2,3,5,1877.47,6602.76
43720,Ryan Dickson,West Kylebury,Myanmar,1,1,1,119.69,426.3
43721,Anne Vasquez,Jonathanmouth,Sri Lanka,1,2,5,2953.41,2232.95
43722,Fernando Frazier,Johnsonmouth,Zambia,1,1,0,,1926.47
43723,Kimberly Franco,Potterfurt,Svalbard & Jan Mayen Islands,1,1,2,4209.77,822.12
43724,David Smith,Buckleyfort,Brazil,1,4,9,6712.12,7951.26
43725,Linda Wilson,West Richardbury,Western Sahara,1,1,0,,504.36
43726,Debra Vasquez,West Timothytown,Timor-Leste,2,3,3,1188.84,2845.77
43727,Natalie Williams,Jennybury,Guam,2,1,0,,229.76
43728,Stephanie Alexander,Lake Isabelport,Swaziland,1,2,3,1175.07,1521.08
43729,Jason Johnson,Elizabethfort,Somalia,1,1,5,2875.61,8303.75
43730,Jamie West,Craigmouth,Romania,1,1,2,1018.78,1129.0
43731,Cynthia Jackson,East Robinfurt,Reunion,0,0,0,,
43732,Cameron Green,West Chad,Comoros,2,1,1,454.38,2106.98
43733,George Ryan,North Barry,Martinique,2,1,2,3086.42,1075.08
43734,Laura Brown,Morganton,Cuba,0,0,0,,
43735,Robert Jackson,Lake Julieside,Philippines,1,2,6,3332.79,7361.84
43736,Jennifer Martinez,West Crystal,Algeria,2,6,7,2706.32,6848.98
43737,Danielle Black,Pamelaton,Greece,1,4,5,2039.76,5223.24
43738,Rebecca Perez,South Sarashire,Panama,0,0,0,,
43739,Nicholas Lyons,Thompsonbury,Spain,1,0,0,,
43740,Cynthia Webb,East Douglas,Nicaragua,1,0,0,,
43741,Matthew Johnson,North Corey,Cote d'Ivoire,4,2,2,602.29,2443.39
43742,Savannah Stewart,Melissashire,Pakistan,2,0,0,,
43743,Sarah Camacho,South Amyborough,Spain,1,2,6,4673.73,12751.16
43744,Brian Norman,Port Dianaberg,Lithuania,4,5,10,3945.92,13111.12
43745,Rebecca Ramirez,Stephanieville,Wallis and Futuna,1,2,4,1132.46,3711.22
43746,Linda Rangel,New Sabrina,Puerto Rico,2,3,8,2627.83,9714.43
43747,Catherine Caldwell,South Sylviaborough,Cocos (Keeling) Islands,3,5,9,4391.73,4393.14
43748,James Hernandez,Shawnburgh,Guyana,1,1,1,147.88,1895.52
43749,Jacob Maldonado,West Aaron,Aruba,2,2,2,3815.08,2928.6
43750,Tamara Alvarez,North Cynthia,Venezuela,2,5,8,4161.32,8391.81
43751,Kevin Thompson,Carrieside,Philippines,1,1,5,1983.68,1383.3
43752,John Benjamin,East Amandahaven,Nigeria,3,6,4,4029.9,7087.99
43753,Amy Warren,North Sherry,Burkina Faso,0,0,0,,
43754,Richard Rogers,West Amanda,Cambodia,4,8,14,11330.99,11780.71
43755,Ryan Schmidt,North Darin,Liechtenstein,1,1,1,426.46,402.08
43756,Alicia Mullen,Andersontown,Peru,1,0,0,,
43757,Lisa Lewis,Branchmouth,Paraguay,4,8,11,11805.23,14450.77
43758,Michael Walker,West Scott,Senegal,1,2,4,1427.68,4367.62
43759,Valerie Peterson,East Michelleburgh,French Southern Territories,1,2,3,847.86,1560.5
43760,Bruce Jones,West Rebecca,Guernsey,0,0,0,,
43761,Alexander Martinez,Frankmouth,Australia,3,7,9,10904.02,7505.73
43762,Crystal Logan,Christinaton,Russian Federation,2,4,5,2140.96,6315.82
43763,Ruben Jackson,North Victoriaburgh,Djibouti,1,1,2,1095.26,1843.2
43764,Paula Hernandez,Seanside,Italy,2,5,6,4313.67,10691.79
43765,Carol Nelson,Becktown,Anguilla,1,1,2,1337.01,3392.5
43766,Jerry Robinson,West Joshualand,Slovakia (Slovak Republic),1,2,8,4857.79,3809.24
43767,Justin Santana,Lake Tamaramouth,Sierra Leone,1,3,7,2543.28,8934.29
43768,Miguel Reeves,Schneiderton,Albania,1,1,1,90.98,56.45
43769,Christopher Thomas,Port Gina,Bouvet Island (Bouvetoya),1,0,0,,
43770,David Brown,Jamesberg,Japan,1,1,2,664.08,795.6
43771,Anthony Lee,Bowmanside,Maldives,1,0,0,,
43772,Emily Barber,Lehaven,Jersey,1,1,2,2837.78,906.1
43773,Anna Kim,Davidsonmouth,Nigeria,1,1,2,929.91,1298.56
43774,Emma Chang,Arnoldside,Cuba,0,0,0,,
43775,John Stuart,Lake Brianberg,French Southern Territories,3,3,6,3818.61,2799.07
43776,Andrew Smith,Patriciastad,Belize,1,1,1,2323.94,169.98
43777,Joann Herman,Charleschester,Paraguay,1,0,0,,
43778,Mindy Barnes,New Robert,United Kingdom,1,0,0,,
43779,Olivia Avery,Matthewville,United Kingdom,1,1,2,1205.72,3822.92
43780,Adam Bautista,Jacksonborough,Croatia,0,0,0,,
43781,Lisa Bates,Prestonport,Lao People's Democratic Republic,1,1,1,214.68,112.08
43782,Teresa Anderson,Mendezchester,Saint Lucia,2,2,4,2946.71,2954.09
43783,Sheila Robertson,New Pedroberg,Fiji,1,2,3,1174.81,2703.08
43784,Daniel Suarez,Fordside,Samoa,0,0,0,,
43785,David Gould,Washingtonchester,New Zealand,2,3,4,2808.43,3066.94
43786,Christine Cruz,Emilyhaven,United Arab Emirates,2,3,5,2790.05,6230.06
43787,Leslie Miranda,South Patriciaport,Albania,0,0,0,,
43788,Matthew Lynn,Port Justinside,Brunei Darussalam,3,5,15,10084.78,13530.41
43789,Carla Fernandez,Amyside,Cuba,2,3,6,2747.65,10898.85
43790,Hannah Cabrera,North Debra,Norfolk Island,1,0,0,,
43791,Alexander Sanford,West Miranda,Antigua and Barbuda,2,2,3,947.58,4220.85
43792,William Lopez,Cassidyhaven,Morocco,1,2,2,703.83,3114.59
43793,Erica Johnson,Toniborough,Montenegro,4,8,12,7598.05,15361.2
43794,Jennifer Matthews,South Johnland,Bolivia,1,2,6,6054.98,3001.64
43795,Sean Evans,New William,Taiwan,0,0,0,,
43796,Cory Wallace,West Brittany,Swaziland,1,0,0,,
43797,Cynthia Peterson,South Joshua,San Marino,1,0,0,,
43798,Aaron Watts,Melissaburgh,Maldives,2,3,8,3493.06,16134.91
43799,Daniel Brown,Lake Philip,Argentina,1,2,2,2019.02,4826.03
43800,Erica Mack,East Seanfurt,Romania,2,3,4,5209.3,4394.01
43801,William Byrd,East Felicia,Serbia,3,5,7,2836.81,10842.77
43802,Kathleen Frank,West Kaylee,Algeria,1,0,0,,
43803,Kevin Flores,Carrfurt,Montserrat,1,1,2,1076.73,737.76
43804,Edward Parker,East Kelsey,Bahamas,0,0,0,,
43805,Clinton Lawson,Lake Danielle,Thailand,2,6,13,7425.2,11116.76
43806,Barbara Smith,New Jennifer,Honduras,3,3,4,1619.84,4016.76
43807,Vanessa Stone,New Samantha,Palau,1,2,3,2383.19,770.58
43808,Thomas Wilson,New Samanthafort,Poland,2,2,1,134.02,795.38
43809,Troy Horn,Port Jonathanhaven,Cameroon,1,3,3,3329.62,3049.63
43810,Henry Rodriguez,Port Ronaldland,El Salvador,2,4,6,3715.62,2653.5
43811,Thomas Hicks,Alexistown,Cook Islands,1,2,3,2998.81,547.24
43812,Amy Hernandez,Burkechester,Yemen,1,5,8,4115.68,8750.01
43813,Carrie Parsons,Jonesstad,Saint Kitts and Nevis,1,4,12,9643.67,13562.76
43814,Dylan Torres,New Jeremyville,Uzbekistan,2,1,1,1238.71,2060.45
43815,Cynthia Morrison,Millerfurt,Turks and Caicos Islands,1,2,1,568.74,2450.98
43816,Tiffany Davila,Huertaport,Senegal,1,2,5,4163.9,5131.11
43817,David Daniels,Reedport,Hong Kong,3,3,12,9241.38,11803.64
43818,Justin Cochran,Port Valeriehaven,Trinidad and Tobago,0,0,0,,
43819,Joshua Wilson,West Jamesview,Gibraltar,1,0,0,,
43820,Robert Santana,Johnmouth,Mozambique,1,0,0,,
43821,Benjamin Jackson,Howardfort,French Southern Territories,3,5,10,6498.78,5266.2
43822,Kathryn Davis,Sallyview,Bahrain,3,4,5,2278.39,7454.9
43823,Ryan Hampton,Meyerton,Heard Island and McDonald Islands,0,0,0,,
43824,Tony Jones,Maryland,Paraguay,4,10,21,9516.07,12843.73
43825,Julie Yates,Smithview,Bermuda,0,0,0,,
43826,Steven Finley,East Dennis,Oman,2,2,2,1988.45,1543.86
43827,Sharon Smith,West Samanthafort,Kuwait,1,2,5,6440.97,6394.5
43828,Lacey Woods,Bradleyview,Cuba,1,1,0,,2503.25
43829,Kayla Rogers,Johnsonton,Cameroon,0,0,0,,
43830,Makayla Kirk,Pettyborough,Heard Island and McDonald Islands,1,1,2,755.21,179.36
43831,John Taylor,Mcfarlandburgh,Tuvalu,2,3,3,1946.66,3219.3
43832,Charles Livingston,Daniellehaven,Maldives,3,5,16,7668.16,12170.85
43833,Stephanie Erickson,Travismouth,Monaco,2,3,4,2022.62,1328.95
43834,Abigail Cook,Wendyfurt,Aruba,3,1,3,598.7,6995.04
43835,Lori Coleman,Juliechester,Tonga,1,1,1,2587.63,1411.25
43836,Kenneth Shaw,Sydneymouth,Cook Islands,0,0,0,,
43837,Ryan Walker,North Wendystad,Antigua and Barbuda,1,4,8,2670.05,4539.65
43838,Matthew Rodriguez,Jenningsborough,Bolivia,1,4,2,893.6,3479.11
43839,Adam Fisher,Robinsonstad,Moldova,1,1,2,964.44,1416.5
43840,Adam Lara,Smithberg,Isle of Man,0,0,0,,
43841,Sandra Moreno,West Wayne,Cocos (Keeling) Islands,1,1,0,,1080.01
43842,Andrew Thomas,Davismouth,Morocco,1,2,2,740.07,1039.71
43843,David Meadows,Foleyland,Fiji,2,4,6,2108.84,12027.29
43844,Austin Carter,New Sarahport,French Southern Territories,1,3,4,1132.74,5743.32
43845,Lawrence Lambert,Port Paul,Lao People's Democratic Republic,0,0,0,,
43846,John Campbell,Dixonburgh,Portugal,2,2,5,4024.31,2851.98
43847,Melissa Davis,North Thomastown,Rwanda,1,4,7,4677.85,11690.94
43848,Dean Garcia,Alyssaton,Bolivia,1,0,0,,
43849,James Levine,Marktown,Micronesia,1,0,0,,
43850,Michael Brown,Royside,Wallis and Futuna,1,0,0,,
43851,Ebony Hansen,Johnsonfort,Guinea,0,0,0,,
43852,Joseph Douglas,Hayesshire,Timor-Leste,2,4,3,1201.85,9302.92
43853,Devin Miller,Kevinchester,Cook Islands,1,2,5,2301.65,4013.51
43854,Jason Allison,Jonestown,Germany,1,1,5,2222.65,381.15
43855,Austin Christensen,Lake Brandonside,Guadeloupe,0,0,0,,
43856,Lindsey Martinez,West Christopherstad,Heard Island and McDonald Islands,1,3,6,6845.09,7493.4
43857,Paul Mclean,Caldwellton,Togo,1,3,3,1205.6,2999.88
43858,Robert Chavez,Joshuamouth,Turkmenistan,1,1,0,,198.31
